Spearman_ρ_YL_Active_Fe	p-value_YL_Active_Fe	adjust_p_value_YL_Active_Fe	Spearman_ρ_Available_Fe	p-value_Available_Fe	adjust_p_value_Available_Fe	lm.R2_YL_Active_Fe	lm.adj.R2_YL_Active_Fe	lm.p.value_YL_Active_Fe	intercept_YL_Active_Fe	slope_YL_Active_Fe	lm.R2_Available_Fe	lm.adj.R2_Available_Fe	lm.p.value_Available_Fe	intercept_Available_Fe	slope_Available_Fe
Fictibacillus	0.359834876991943	0.0841472811295468	0.45496736974233	-0.00261438131862312	0.990326648487655	0.991990771700739	0.200418723121461	0.164074119626982	0.0282585910280408	-0.0785905928390809	0.0150600670957201	0.024750117118595	-0.019579423012378	0.462849524104734	-0.0607668554682975	0.0292250007867251
Fimbriimonadaceae	0.194409893679416	0.362667000408457	0.719473749919088	0.0485038044176108	0.821927746763945	0.915654380264131	0.0548291972813695	0.0118668880668863	0.270771045021392	0.00860661963403461	0.00625574030611051	0.0145050294229779	-0.0302901965123414	0.575092527160141	-0.00807456996601714	0.0177680683359553
Fimbriimonadales	-0.0731282400218317	0.734169859649529	0.898647284671265	-0.303738205522045	0.149042816282156	0.436103482690889	0.0384294883489779	-0.005278262180614	0.358591441796053	0.0146780761023483	-0.000799892893705849	0.0951120347424734	0.0539807635944041	0.142588926960741	0.0368252339060823	-0.0069490496512798
Flaviaesturariibacter	0.0241883228313557	0.910674137509016	0.967183956465364	0.102223346333788	0.63456996992759	0.835872628455039	1.25079421208247e-05	-0.045441468969601	0.986914426620408	0.0685246902137094	4.33259641369009e-05	0.0194067272231751	-0.0251656942666805	0.51620133951543	0.0286084776027399	0.00942409371662354
Flavihumibacter	0.381660173197101	0.06572365029249	0.417404695758758	0.439341699335915	0.0317119695187882	0.239031402266401	0.178648914019593	0.141314773747757	0.0396207142788844	-0.0107462173490297	0.00151915788993683	0.20629333243889	0.170215756640658	0.0257764893092803	-0.0349088043972121	0.00901474528427454
Flavisolibacter	0.188383732975822	0.37801929034578	0.730257818243525	0.280896431679722	0.183649957159658	0.4847745824445	0.0512523108316608	0.00812741586946364	0.287437077394883	0.28987491292651	0.0161601538153206	0.184834530228076	0.147781554329353	0.0360074227382561	-0.281988705840751	0.1694682947825
Flavitalea	0.266928091977741	0.207346447808564	0.577805434559864	-0.0609756328896659	0.777150049110037	0.901378411022482	0.0493104662060407	0.00609730557904264	0.297002179610068	0.0851470077254144	0.00362485569774496	0.0134039312672371	-0.0314413445842521	0.590080031109483	0.164196375033756	-0.0104362723760826
Flavobacterium	0.34398783157167	0.0997842523431934	0.45496736974233	0.369726002788248	0.0753691479816814	0.35103931737429	0.0614567188012381	0.0187956605649308	0.242810679233862	0.133670090277569	0.0188912055051266	0.0523465866127825	0.00927143145881815	0.28221110840958	-0.0990894454873419	0.0962780560065742
Fluviicola	0.328229966849556	0.117372931210282	0.456437174352107	0.522476955439597	0.00881284546597335	0.167444063853494	0.100248978959046	0.0593512052753664	0.131706224868921	-0.000328222456685346	0.00328110549930752	0.209001939298258	0.173047481993634	0.0247037766511416	-0.0811483779658762	0.0261615526232999
Friedmanniella	-0.0603009735272425	0.779556094820364	0.9087127673692	0.13513984616618	0.528954017705312	0.755476467200981	0.0106912268974287	-0.0342773536981427	0.630660465899227	0.00539912545608519	-0.000362951610924246	0.032098573323312	-0.0118969460710829	0.40222248989522	-0.0129052797009376	0.00347284948355498
Ga0077536	-0.254749475118837	0.229621631378696	0.592533318814708	-0.177483149968865	0.406715751758285	0.658942574554121	0.0929909986666209	0.051763316787831	0.147354482081155	0.0152973549123896	-0.00101975649361815	0.0371580031746115	-0.0066075421356333	0.366823288512428	0.0208548577800076	-0.00355967499921795
Gaiella	-0.431491953023053	0.0352619137787146	0.303367131746516	-0.40896237643712	0.0472228502203663	0.298958925388237	0.148305821027052	0.109592449255554	0.0631236682002973	1.244717810233	-0.0455755219830942	0.138021658396441	0.098840824687188	0.0738605803182367	1.85126733937826	-0.242791967429764
GAL15	-0.237369540604511	0.264060049469336	0.629527190179747	-0.0999782775458011	0.642065921887887	0.840449547022349	0.0501514200093867	0.00697648455526789	0.292813082089717	0.132008012655226	-0.00517923615979356	0.0142537354321876	-0.0305529129572584	0.578446833916146	0.148116294267875	-0.0152474277730144
Geitlerinema	0.303040831155046	0.150025302264179	0.487400572716099	0.658420134392432	0.000468933600811813	0.0367526709636258	0.114586380030359	0.0743403063953755	0.105665457974975	-0.331578109790644	0.058550288918499	0.352831309186653	0.323414550513319	0.00221038219544806	-2.20388524331656	0.567354157656906
Geminicoccus	-0.323406983066905	0.123182629595989	0.456437174352107	-0.37073715278596	0.0745125385760788	0.35103931737429	0.14340269188987	0.104466450612136	0.0680341651694904	0.0319512661071127	-0.0020794402387962	0.125785226965914	0.0860481918280014	0.089033601270532	0.0582429306840007	-0.0107545130693204
Gemmatimonas	-0.071801573377991	0.738826938218687	0.898752843871705	-0.161044617524243	0.452192564467659	0.701793905745599	0.00497259936193378	-0.0402559188488874	0.743345958514949	0.73105278507404	-0.00601781366405779	0.0277210510886142	-0.016473446589176	0.436822378416033	1.0097112281403	-0.0784621110505953
Geodermatophilus	-0.194335807156343	0.362853508341095	0.719473749919088	-0.18871235726918	0.377172622408979	0.633547081756165	0.0418825339079296	-0.00166826000534637	0.337422509106651	0.143220514931601	-0.00344950899909644	0.0352458709791482	-0.00860658943089043	0.379683961199883	0.185269305997713	-0.0174744321780033
Gitt-GS-136	-0.355806872553284	0.0879343708190507	0.45496736974233	0.0108766589477958	0.959770725074701	0.984924696205268	0.0938495262087364	0.0526608683091334	0.145405598526737	0.765425723208855	-0.0290680535363936	0.000270778240915721	-0.04517145911177	0.939167882801723	0.452747002995202	0.00862213724333831
Glycomyces	0.0413583091034934	0.847837067757513	0.944216414713962	-0.0100152427198896	0.962954605835981	0.984947043815922	0.000734445525550658	-0.0446867160414697	0.89996883761417	0.207195672776435	-0.00135484153322971	0.000622365188634997	-0.0448038909391544	0.907882913704385	0.223812873219209	-0.00688714924774088
Gordonia	0.0239225485304294	0.911651863271181	0.967183956465364	0.0331828273352634	0.877668266988393	0.943907381478083	0.0731812677378574	0.0310531435441237	0.201064802086863	-0.0786201737415147	0.0153980513816539	0.170773997412528	0.133081906385825	0.0447326460511138	-0.488363761764281	0.129892720663573
Gracilibacillus	0.014397368055965	0.946764537758994	0.978439971110025	-0.0462155591082738	0.830206535271262	0.915654380264131	0.00064644433158021	-0.0447787172897116	0.906125356752065	0.00215421254735925	-4.66973874102389e-05	0.0172382044282755	-0.0274327862795301	0.540850046602558	0.0074094063229581	-0.00133162264583918
Gracilibacteria	0.0285187759444051	0.894762044739168	0.961582649808266	-0.183902226573409	0.38967371549616	0.64053915451063	0.00944266326072569	-0.0355826702274231	0.651478898216219	0.000119010683310594	9.0519895819092e-05	0.0271697151831704	-0.0170498432175945	0.441483791859228	0.0046061473628045	-0.000847905550436674
Hahella	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0
Haliangium	-0.359364811635172	0.0845827946897026	0.45496736974233	-0.288294168842472	0.171887159063792	0.472689687425429	0.0796526687885572	0.0378186991880372	0.181492785838428	0.579020062132796	-0.0188510600607985	0.0544783889486812	0.011500133900894	0.272353596177057	0.768566779304085	-0.0860906288992673
Herbidospora	-0.141295100456214	0.510174511028486	0.813942540495829	-0.269255866109073	0.203261070014903	0.493331962670774	0.0106631688267241	-0.0343066871356974	0.631111695305372	-0.00289469528150283	0.00110383927681091	0.028570312828645	-0.0155855820427802	0.429782686273904	0.0502740144027116	-0.00997765169514413
Herpetosiphon	0.108813951374162	0.612767576168729	0.850696076418108	0.313887709327637	0.135257032428033	0.427057443164641	0.00305289304726203	-0.0422628845414987	0.797619734966136	0.26919907975126	0.00280268787521368	0.161307120396185	0.123184716777829	0.0517328058524539	-0.185618140636122	0.112500343899545
Hirschia	-0.0639454009170327	0.766582819503597	0.9087127673692	-0.275178898525026	0.193112657293703	0.488420709016737	0.000612574973739752	-0.0448141261638175	0.908607338280625	0.0420171569147568	-0.000280375672349854	0.0736435746073814	0.0315364643622623	0.19959215133738	0.112000377907789	-0.0169760354861425
HOC36	0.0219536948991291	0.918898630290857	0.969948554195904	-0.104492034773556	0.627030395774783	0.827680122422713	0.006925991164106	-0.0382137365102528	0.699043085199127	0.00190814701631454	-9.80598855090767e-05	0.0784212731444999	0.0365313310147044	0.18504993719426	0.00877493254793429	-0.00182211381391714
Hydrogenispora	0.0930963627206832	0.665253169590827	0.876013114981557	0.324037019965648	0.122412072977817	0.420123504824406	0.0218466833512165	-0.0226148310419101	0.490668963150356	0.00575022716727433	0.000965628071274067	0.15157882316603	0.113014224219032	0.0600425960186889	-0.0451924260507664	0.0140457369918411
Hydrogenophaga	0.361123193456948	0.0829623092237772	0.45496736974233	0.250740432575385	0.237287744109918	0.522494054531346	0.10087340142405	0.0600040105796888	0.130443904552891	-0.0158731626582094	0.00430118479811801	0.0983719725934595	0.0573888804386168	0.135578144333646	-0.0754354126590519	0.0234554408817107
Hymenobacter	0.0979324081344691	0.648926460140451	0.873126374480821	-0.328326337665486	0.11725891975058	0.414887857205456	0.00441744751391971	-0.0408363048718112	0.757652842357147	0.000106567202626954	9.18359971198507e-05	0.0781806260598631	0.0362797454262206	0.185753943926152	0.0101073017055043	-0.0021334622349062
Hyphomicrobium	-0.150195964639002	0.483604816073382	0.800983008103616	-0.468539181156576	0.020926140432926	0.217219112869259	0.0391805721578998	-0.00449303819855928	0.353842946272779	0.1706786950128	-0.00518417491953314	0.315684107901059	0.28457884007838	0.00427324836834422	0.46922047408181	-0.0812603634550528
I-8	-0.130487346534482	0.543362160790653	0.829895646039831	-0.105392987846272	0.624046209011757	0.827680122422713	0.00101450367150535	-0.0443939279797898	0.882543342055494	0.00280958313982755	-6.42389563996884e-05	8.06533675801051e-07	-0.0454537022602479	0.996677017778299	0.00215731540118155	1.0002096935686e-05
Iamia	-0.415143642440021	0.0436646388344165	0.324259632339527	-0.164091407585513	0.443567986579262	0.697035407481698	0.0532906031004303	0.0102583577868136	0.277794235468415	0.455025753658084	-0.0125582217321634	0.000510866129647099	-0.0449204581371871	0.916510410922335	0.364934815466779	-0.00678991793400481
Ideonella	0.247005901494361	0.244578476188261	0.603717887177038	-0.00289349127128694	0.989293981509408	0.991990771700739	0.0780922244292612	0.0361873255396822	0.186013294998238	0.000181086598857497	0.00281516801998001	2.56604278410101e-05	-0.0454277186436207	0.981258138124495	0.0280958610287064	-0.000281799690038231
Ilumatobacter	-0.0032672658322513	0.987911095404741	0.991856092679723	0.113943452469991	0.59601531341638	0.814820240356512	0.0138276503752201	-0.0309983655168153	0.584222406634018	0.171633471843946	-0.00214141061694759	4.92402380977634e-06	-0.0454493976114716	0.991789475970045	0.15036194899758	0.000223148498868786
IMCC26134	0.419029788871296	0.0415376786772972	0.324259632339527	0.346203710076418	0.0974770972460095	0.388296151884494	0.182838536870739	0.145694834001227	0.0371370073568742	-0.0156300836670804	0.00218852897304132	0.101580666690774	0.0607434242676276	0.129029333762222	-0.0334134789687597	0.00900807725805075
IMCC26256	-0.635355527087497	0.000849888535620777	0.0666100139792784	-0.566333241917999	0.00391375928998417	0.128814539932917	0.430491969878975	0.40460524123711	0.000498697266715526	1.4541214686879	-0.0741657990994004	0.293921678975168	0.261827209837676	0.00620536106313728	2.1985926300877	-0.338411492974962
Immundisolibacter	-0.0426187331696301	0.843254904731849	0.944216414713962	0.276175054749006	0.191440505704129	0.488420709016737	0.000622997766347197	-0.0448032296079097	0.907836305352082	0.000804442331503372	4.40382065012489e-05	0.0736486758238558	0.031541797452213	0.19957596845178	-0.0100922667132039	0.00264409461239833
Imperialibacter	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0
Inhella	0.0598475827488422	0.78117413335247	0.9087127673692	0.226291218915853	0.287652515233571	0.568343226511444	0.000404734799262781	-0.0450314136189525	0.925660859177941	0.00104784087024677	4.41491339735436e-05	0.0471606604817447	0.00384978141273318	0.308049366382569	-0.00979474123543266	0.00263169160995212
Inquilinus	-0.34733184195874	0.0963178348753267	0.45496736974233	-0.355486648385219	0.0882408335559782	0.384210517979666	0.0889131578280627	0.0475001195475201	0.156996682017837	0.00361307453362581	-0.000277762390627524	0.17418271134191	0.136645561857452	0.0424457180991743	0.0101645198401815	-0.00214684696887268
IS-44	0.0639362787545834	0.766615217899516	0.9087127673692	-0.278171162271961	0.188119701179775	0.485223943799467	0.0104107310879129	-0.0345705993171819	0.635204203611585	0.00445413709070537	0.000509628448476646	0.0711722686527669	0.0289528263188017	0.207605896893655	0.0407765641480973	-0.0073582848262831
JCM_18997	-0.102062072615966	0.635107289894075	0.865678849486054	-0.00488441516353571	0.981928426560342	0.990328983972481	0.084911659392908	0.0433167348198584	0.167114588711518	0.014812196247852	-0.00107167918135984	0.0395300953829011	-0.00412762755423968	0.351661262485076	0.0219233933184929	-0.00403787808462529
JG30-KF-CM45	-0.339495432796868	0.104585570513492	0.45496736974233	0.089623669729837	0.677069412517164	0.852392359212873	0.0651678068989257	0.0226754344852406	0.228619846902712	1.82771110830548	-0.0596407253271213	0.0400383590765735	-0.00359626096540033	0.348519930674007	0.15720155370229	0.258150303344606
JG30-KF-CM66	-0.398520783847236	0.0537439322159209	0.370301598894312	-0.352915578764143	0.0907304972243403	0.384210517979666	0.1048031929231	0.0641124289650595	0.12278320144827	0.324124586333196	-0.0141946899531285	0.139710349652405	0.100606274636606	0.071980570339112	0.576728200185521	-0.0905026059862041
JGI_0001001-H03	-0.251514939059477	0.235793790419708	0.598636786359691	-0.146528291943413	0.494467666960073	0.739931329794667	0.0867120008919427	0.0451989100233946	0.162478572099088	0.0613918374602002	-0.00325008638226354	0.0336753827986688	-0.0102484634377553	0.390707139251174	0.0784173282993901	-0.0111845808118984
Jiangella	0.256097972817923	0.227080286648063	0.592533318814708	-0.19588223252263	0.358972071835773	0.608312132543323	0.0375913587918137	-0.00615448853583112	0.363989812616217	-0.00134863106460632	0.000193679366627658	0.0260751911414709	-0.0181941183520986	0.450960026722865	0.00430061706820169	-0.000890761084773851
Kaistia	0.21074438578098	0.322918871668293	0.693390864849383	0.0552714754130383	0.797553401400225	0.907493315792617	0.122348677645466	0.0824554357202598	0.0938336619444466	-0.0237682612487222	0.00379349769755594	0.12568176659222	0.0859400287100478	0.0891744247021625	-0.0786313709855734	0.0212316850965717
Kapabacteriales	-0.0274450329909109	0.898704039533723	0.961582649808266	-0.123747382414828	0.564551318505128	0.786608170450478	0.00501654677076359	-0.0402099738305652	0.742251680574642	0.0869889274134182	0.00154986575457045	0.00287011291048943	-0.0424539728663065	0.803652743502222	0.129395110275895	-0.0064736509871836
KD3-10	0.158113883008419	0.460571034892011	0.800983008103616	0.178578921036139	0.403777702322504	0.655877252218161	0.0387886194730973	-0.00490280691448919	0.356310581366819	-0.00122388284267037	0.000232063350467942	0.0470714183074974	0.00375648277602003	0.308518799747841	-0.00506306421241568	0.0014116959861289
KD3-93	0.235755725806297	0.267417170580304	0.635115780128222	-0.180070812276867	0.399796611681767	0.652792905011635	0.0171167925594869	-0.0275597168696273	0.54229123544798	-0.00121953322147285	0.000669653052415529	0.0367180044121914	-0.00706754084179995	0.369730310956344	0.0283101765851765	-0.00541609576752257
KD4-96	-0.499673853951769	0.012913527219298	0.203199109577097	-0.0769900029335529	0.720665876480862	0.86871617028187	0.205796038354152	0.169695858279341	0.0259782247097675	4.67420765115819	-0.201669892429714	0.00556629307885067	-0.0396352390539287	0.728987503216481	3.54460621879572	-0.18315287370542
KF-JG30-B3	-0.135650049410019	0.527385070435307	0.819646130024788	-0.232250198630272	0.274803087116521	0.557774179289692	0.0161817792874611	-0.028537230744927	0.553626880399902	0.0556660191278271	-0.00120368834827419	0.0988127581310592	0.0578497016824711	0.134658315524243	0.114532988159382	-0.016425385527355
Kocuria	-0.0434377960411158	0.840279905763885	0.944216414713962	0.244279925236035	0.249991573188271	0.529542960773805	0.0187989950720115	-0.0258010506065334	0.522909501593239	0.0660606023003597	-0.00263425369535725	0.0600818729974406	0.0173583217700516	0.248323058263251	-0.0702150155323452	0.0260057961202733
Kribbella	0.144197880185786	0.501432290725329	0.805301179953681	-0.218634962063047	0.304705512416155	0.575452880376292	0.107040470482006	0.066451400958461	0.118631789958822	0.0412510244402765	0.00706639581811039	0.000371060722772123	-0.0450666183352837	0.928812545108016	0.0984620904046394	0.00229749507925051
Lacibacter	0.060078385855601	0.780350344125753	0.9087127673692	0.344001815161427	0.099769566961756	0.391000950338729	0.0374143014064546	-0.00633959398416106	0.365143970145445	0.10510471267838	0.0097406321144188	0.152552369929232	0.114032023107833	0.0591551215539625	-0.267258591144064	0.108614033341692
Lacunisphaera	0.245870870706872	0.246822985879547	0.603717887177038	0.152851449361441	0.475815735608874	0.727649917626254	0.0454709530762276	0.00208326912514711	0.317090347212257	-0.0049530862766437	0.000882797700556452	0.027496858256519	-0.0167078300045482	0.438709046516746	-0.012799492592838	0.00379091322303182
Latescibacteraceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0
Latescibacterota	-0.110190422185896	0.608253232736779	0.849481712770001	0.0757314752840714	0.72505808056355	0.86871617028187	0.0219872598164056	-0.0224678647373941	0.489261398752133	0.0659016066646764	-0.00223101757273833	0.00213507421018211	-0.0432224224166278	0.830238030652869	0.0611630760792963	-0.00383912334238944
Lautropia	0.0556875286739563	0.796060680159847	0.922606370536459	-0.119556139367106	0.577911238117167	0.799783631071128	0.00174307552262647	-0.0436322392263451	0.846412022804103	0.0110285973533768	0.000280447181698656	0.020899668207195	-0.0236048923288414	0.500325411522567	0.0366365566720903	-0.00536254333375209
Lechevalieria	-0.094076735358852	0.661931137412612	0.875592453919215	0.005009804757197	0.981464581290862	0.990328983972481	0.0234820631900661	-0.0209051157558398	0.474685564386555	0.318268174156265	-0.00700712781546688	0.00040737578433726	-0.0450286525891019	0.925419369796133	0.229978993341776	0.00509656607561757
Legionella	0.0998284618679498	0.642567353688714	0.868013703801197	0.151316900209952	0.480309059815012	0.73231945658343	0.0177613331362249	-0.0268858789939466	0.53471776035713	0.00390746088500976	0.00126290927208241	0.0515877859879252	0.00847813989646728	0.285822634550994	-0.0349705472835314	0.0118854589805078
Leptolyngbya_ANT.L52.2	-0.224557241322503	0.291461112740432	0.655074088068645	-0.0392685489531494	0.855444692163305	0.929573348329969	0.00254464741580802	-0.0427942322471098	0.814920773534249	0.0179258578876004	-0.000498070989072488	0.0314383769574755	-0.0125871513626392	0.40718457550258	-0.0281685731978936	0.00966753244245422
Leptolyngbya_EcFYyyy-00	0.0245902961051448	0.909195604807467	0.967183956465364	0.0288439847281757	0.893568589619946	0.955077503963456	0.000103651067986521	-0.0453461829743778	0.962342213490056	0.0250791181003548	0.000113563757003459	0.0149663848813932	-0.0298078703512707	0.569031002711706	-0.00608965433299415	0.0075356281000006
Limibaculum	0.111998093911662	0.602345746510412	0.848381593930627	0.0456637737995684	0.832205534807863	0.915654380264131	0.0228485290429204	-0.021567446909674	0.480777620383336	0.00456451639849108	0.000755641019701935	0.00615014264840504	-0.0390248508675766	0.715675742548556	0.00246970764052992	0.00216489649831741
Limnobacter	-0.286227146090619	0.175119644038341	0.522857222914475	-0.346560872924653	0.0971089629357221	0.388296151884494	0.11261298372864	0.0722772102617597	0.108909092301694	0.00183466422156723	-0.000167611410638254	0.203321981858252	0.16710934466999	0.0270045675541502	0.00556637729420859	-0.00124368288165261
Lineage_IIa	0.154331254228313	0.471503100021261	0.800983008103616	0.175552159662645	0.411921999760982	0.662425056485733	0.034901696184986	-0.00896640853387809	0.382063095166262	-0.00173057439255508	0.00033700073925933	0.0374656280610799	-0.00628593429978008	0.364808895563061	-0.00678399207728522	0.00192811190616234
Lineage_IV	-0.124229073281688	0.563024795569825	0.832232830513976	-0.209512110499246	0.325821593274762	0.589214889982598	0.00078007212642103	-0.044639015504196	0.896924143347268	0.00100918967155841	7.39886240209906e-05	0.00526061006575142	-0.0399548167494417	0.736268561515239	0.0062514402211403	-0.00106102048199012
Litorilinea	-0.143517814667352	0.503473783958282	0.805301179953681	-0.219927960028281	0.301782704037406	0.575129955718704	0.030754147591508	-0.0133024820634233	0.412418796545505	0.018792109048233	-0.00113045571330958	0.101037361650149	0.0601754235433378	0.130114541932367	0.0564852673809767	-0.011314903270754
Longimicrobiaceae	-0.362884325102044	0.0813628387467787	0.45496736974233	-0.455338079660194	0.0253596621881038	0.217219112869259	0.194696710189496	0.15809201519811	0.030895890129524	0.156996452414551	-0.0080965003255118	0.185892773367427	0.148887899429583	0.0354220891013239	0.267127099359284	-0.0436875233767539
Longimicrobium	-0.165710452999832	0.439020762052496	0.775507335354377	-0.150678640402023	0.48218426361152	0.73231945658343	0.0172279855380959	-0.0274434696647179	0.540971082798164	0.00866433779637383	-0.000655581361265442	0.0215388348630278	-0.0229366726431981	0.493774408904674	0.0197661012256995	-0.00404788898017486
Luedemannella	0.1290831047092	0.54774628419287	0.829895646039831	0.0457778049053739	0.831792341469584	0.915654380264131	0.0033738673962799	-0.0419273204493438	0.787472663203255	0.0246668089085744	0.000749634838366563	0.000422005116102884	-0.0450133582877106	0.924095741497895	0.0380438379138156	-0.00146403937127286
Luteimonas	0.129270974232504	0.547158803826413	0.829895646039831	0.282324798195524	0.181336731194847	0.482616497073482	0.0636949144969417	0.0211355924286208	0.23413534202852	0.0732067297991641	0.00823295559289201	0.210304116469022	0.174408849035796	0.0242034055961267	-0.20218734074144	0.0826105324389096
Luteitalea	0.152003614075182	0.478295634244725	0.800983008103616	0.334350013143365	0.110291906505729	0.414887857205456	0.0201212978765089	-0.0244186431291042	0.5084989521134	0.118600270875736	0.00731332523544181	0.13338847325187	0.0939970402178636	0.0792741655305446	-0.256966784419392	0.103981046574422
Luteolibacter	0.414618239089974	0.043958642342679	0.324259632339527	0.620974760661445	0.00120291769156028	0.0754229392608297	0.233147851467184	0.198290935624783	0.0168504046040463	-0.237452809586143	0.0891336235703804	0.400215741529036	0.372952820689447	0.000909012114061989	-2.1513603426021	0.644883221804854
LWQ8	-0.299325654243339	0.155336830870413	0.493526683506601	-0.145996518711923	0.496052665589439	0.74053576505852	0.00131827082286166	-0.0440763532306447	0.866243634234168	0.378964323216265	0.0106096088439814	0.00492775149990044	-0.040302805250104	0.74446815486561	-0.00509461931043898	0.113273832078047
Lysinibacillus	-0.261429845734448	0.217215008521998	0.58718555164546	-0.291030752523362	0.167671778044331	0.467245354816869	0.0601480884061173	0.0174275469700318	0.248054274544528	0.0517337159899397	-0.00236094861840263	0.0712867414845282	0.0290725024610977	0.207226892190881	0.0900703780859446	-0.0141934556057877
Lysobacter	0.0130576741648994	0.951712249388884	0.978439971110025	-0.288637380421946	0.171354478670681	0.472689687425429	0.0014191604626818	-0.0439708776981054	0.861266209440576	1.13994485604074	0.00579180836472445	0.0947398111198176	0.0535916207161731	0.143413333620267	2.31312693706074	-0.261320108859125
Magnetospirillaceae	0.144978148098438	0.499095031991339	0.805301179953681	0.255525156518934	0.228157513776542	0.51644318100322	0.000564161993312837	-0.0448647397342639	0.912278992073326	0.00392420486941269	0.000127461822519536	0.0473851051251178	0.00408442808535048	0.30687263590257	-0.0224701489566894	0.00645070641493815
Marine_Group_II	-0.0803572114523527	0.708956873194669	0.883937052474839	-0.187976587193957	0.379069769460788	0.633804654538438	0.00966434601014567	-0.0353509109893932	0.647666862139012	0.0617652103889632	0.00271401571097084	0.00174902006824637	-0.043626024474106	0.846153386740767	0.114797355188473	-0.00637575557741169
Marmoricola	0.0830394324283798	0.699675216049116	0.883738340218408	0.00915234140218578	0.966144526500102	0.986600355237075	0.00807043481586842	-0.0370172726925011	0.67634614301211	0.0330348554947152	0.00241841995045481	0.000454003377704069	-0.0449799055596729	0.921279010266962	0.04242521986643	0.00316753142938079
Massilia	-0.180078294910831	0.399776699880956	0.740384029504408	-0.455514476733686	0.0252958096317837	0.217219112869259	0.0233045916909231	-0.0210906541413076	0.476379779343895	0.571987041925812	-0.0196814249388209	0.197478760046425	0.161000521866718	0.0295853651715132	1.73908701122483	-0.316376433512618
MB-A2-108	-0.454110482818617	0.0258076278250002	0.256847343591668	-0.320861438959975	0.126331784238953	0.421560453336255	0.12783742903274	0.0881936758069555	0.0862861538230432	1.26140676872861	-0.0474630703609318	0.0858451900594251	0.0442926986984898	0.164693212817075	1.73017840363638	-0.21477955558881
MBNT15	0.0715692247068789	0.739643488736523	0.898752843871705	-0.228940396463951	0.281894305969205	0.562022264296052	0.0173812876003318	-0.0272831993269258	0.539160388570443	0.0167046970874786	0.0013569643570843	0.0398869369593922	-0.0037545659060898	0.349451964704109	0.0781535994182109	-0.011351439842546
Mesorhizobium	0.0383462341820207	0.858806333167737	0.946347224773587	-0.112198158182597	0.601693415127695	0.814820240356512	0.0067909656751186	-0.0383548995214669	0.701858918730784	0.0464141629148209	0.00185851525874369	0.021677130434881	-0.022792090908988	0.492375405218146	0.142510493565508	-0.0183362026407065
Methylobacillus	-0.0797039007901385	0.711223771282148	0.883937052474839	0.221520497307363	0.298206725975562	0.573544837995943	6.12536332128922e-05	-0.0453905075652774	0.971046891935802	0.138534888388728	0.000239325620264142	0.0573987341778999	0.0145532220950771	0.259505141959154	-0.0323123266635463	0.0404559649950217
Methylobacter	-0.340177299676558	0.103846048055826	0.45496736974233	-0.248309201997694	0.242017696199118	0.525069534660369	0.15035281949536	0.111732493108786	0.0611789104925671	0.0518034672628935	-0.00257440704947872	0.0625495229860085	0.0199381376671907	0.238529655971842	0.066616230048504	-0.0091694137489869
Methyloligellaceae	-0.324686824710215	0.121621013692241	0.456437174352107	-0.354169459157822	0.089509839929774	0.384210517979666	0.116786044503893	0.0766399556177064	0.102166078162771	0.0274349473997703	-0.0021960157769003	0.0650216375647412	0.0225226210904114	0.229160535988597	0.045320330366516	-0.00904851006428525
Methylotenera	-0.230016963004748	0.279575227558741	0.646840102137752	-0.348168067215883	0.0954651745077321	0.388296151884494	0.055963170273569	0.013052405286004	0.265729540470942	0.118562747329026	-0.00468964740946535	0.0887160380498507	0.0472940397793894	0.157479455853809	0.213596458195688	-0.0326060542934288
Microbacterium	0.287888678255937	0.172517982595536	0.522857222914475	0.310134870574142	0.140243258776412	0.429906830125973	0.0946196370753994	0.0534659842151902	0.143680568212414	0.24242392468896	0.113738434812177	0.19367057128036	0.157019233611285	0.0313932294652394	-2.52365464931758	0.898579623981398
Microcoleus_Es-Yyy1400	0.272496877880005	0.197664202043085	0.567208119406836	0.43118997225481	0.0354045230636481	0.258123673964039	0.110542228017188	0.0701123292906963	0.1124226299128	-0.00980282526915618	0.00154854751324291	0.239192832075768	0.204610688079213	0.0152941419954785	-0.0489381884883401	0.0125788995718191
Microgenomatia	0.143724876752901	0.50285177108542	0.805301179953681	0.157814316999432	0.46143196417635	0.712605521030964	0.0267894216910924	-0.0174474227774943	0.44474225543402	-0.000970537067728012	0.000179594656072247	0.0362398522141971	-0.0075674272306121	0.372924415574189	-0.00420260027998091	0.00115348802611217
Microlunatus	-0.530113663032198	0.00770938006578273	0.146478221249872	-0.466986468236832	0.0214124630934996	0.217219112869259	0.276206758575622	0.243307065783605	0.00835346909335458	0.111331627246792	-0.00838500291879504	0.223184168488462	0.18787435796521	0.0197485527681096	0.209887599359102	-0.0416222833038467
Micromonospora	0.0339234732679838	0.874958472980107	0.953589065367677	-0.140350348781643	0.513035688823778	0.751573310496515	0.0224113960494361	-0.0220244495846804	0.485053808182004	0.114916277025882	-0.00487221809128563	0.0621584251251256	0.0195292626308131	0.240051715969071	0.260429733042164	-0.0448074683912025
